PMID	Title	State	Has_Explicit_US	Has_Indicators	Affiliation
23152346	Concordance between expected and observed bacilloscopy results of clinical forms of leprosy: a 6-yea...	Delaware	False	False	Centro Integrado de Saúde Amaury de Medeiros, Secretaria de Saúde de Pernambuco, Recife, PE.
23152347	Glutathione levels in and total antioxidant capacity of Candida sp. cells exposed to oxidative stres...	Delaware	False	False	Programa de Pós-Graduação em Biologia Celular e Molecular, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brasil.
23152349	Spatial distribution of schistosomiasis and geohelminthiasis cases in the rural areas of Pernambuco,...	Delaware	False	False	Laboratório e Serviço de Referência em Esquistossomose, Centro de Pesquisas Aggeu Magalhães, Fundação Oswaldo Cruz, Recife, PE.
23152348	Schistosoma mansoni granuloma in late evolutive phase, in a case of tumoral form in man.	Delaware	False	False	Departamento de Anatomia Patológica e Medicina Legal, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil.
23152350	Hepatitis B revaccination for healthcare workers who are anti-HBs-negative after receiving a primary...	Delaware	False	False	Centro de Referência para Imunobiológicos Especiais Divisão de Clínica de Moléstias Infecciosas e Parasitárias, Hospital das Clínicas, Universidade de São Paulo, São Paulo, SP, Brasil.
23152351	The first record of Lutzomyia longipalpis (Lutz & Neiva, 1912) (Diptera: Psychodidae: Phlebotominae)...	Delaware	False	False	Núcleo de Entomologia de Maringá, Secretaria de Estado da Saúde do Paraná, Maringá, PR, Brasil. demilson.entomologia@ig.com.br
23152352	Enterobius vermicularis infection is well controlled among preschool children in nurseries of Taipei...	Delaware	False	False	Departamento de Administração dos Cuidados com a Saúde, Universidade Médica de Taipei, Taipei, Taiwan.
23152353	Bilateral paracoccidioidomycotic iliopsoas abscess associated with ileo-colonic lesion.	Delaware	False	False	Setor de Infectologia, Hospital das Clinicas, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil.
23152354	Fatal disseminated strongyloidiasis after kidney transplantation.	Delaware	False	False	Departamento de Medicina Interna, Universidade Federal do Ceará, Barbalha, CE, Brasil.
23152355	Secondary bronchiolitis obliterans organizing pneumonia during treatment of chronic hepatitis C: rol...	Delaware	False	False	Serviço de Gastroenterologia, Hospital Felício Rocho, Belo Horizonte, MG, Brasil. ronaldom1@ig.com.br
23152357	Chest helical computed tomography scan shows pulmonary micronodules and condensation in acute schist...	Delaware	False	False	Curso de Pós-Graduacão em Ciências da Saúde: Infectologia e Medicina Tropical, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil.
23152361	Irsogladine maleate reduces the incidence of fluorouracil-based chemotherapy-induced oral mucositis.	Nebraska	False	False	Department of Radiology, Kansai Medical University, Hirakata, Japan. excell@hkg.odn.ne.jp
23152360	Maintaining success, reducing treatment burden, focusing on survivorship: highlights from the third ...	Delaware	False	False	Department of Hematology and Oncology, Vivantes Klinikum Am Urban, Berlin. joerg.beyer@vivantes.de
23152365	Effects of Tat proteins and Tat mutants of different human immunodeficiency virus type 1 clades on g...	Virginia	True	False	Department of Microbiology and Molecular Cell Biology, Eastern Virginia Medical School, 700 West Olney Road, Norfolk, VA 23510, USA.
23152365	Effects of Tat proteins and Tat mutants of different human immunodeficiency virus type 1 clades on g...	Virginia	True	False	Department of Microbiology and Molecular Cell Biology, Eastern Virginia Medical School, 700 West Olney Road, Norfolk, VA 23510, USA.
23152365	Effects of Tat proteins and Tat mutants of different human immunodeficiency virus type 1 clades on g...	Virginia	True	False	Department of Microbiology and Molecular Cell Biology, Eastern Virginia Medical School, 700 West Olney Road, Norfolk, VA 23510, USA.
23152367	Phylogenetic analysis of bluetongue virus serotype 4 field isolates from Argentina.	Delaware	False	False	Instituto de Virología, CICVyA, INTA-Castelar, Buenos Aires, Argentina.
23152367	Phylogenetic analysis of bluetongue virus serotype 4 field isolates from Argentina.	Delaware	False	False	Instituto de Virología, CICVyA, INTA-Castelar, Buenos Aires, Argentina.
23152367	Phylogenetic analysis of bluetongue virus serotype 4 field isolates from Argentina.	Delaware	False	False	Instituto de Virología, CICVyA, INTA-Castelar, Buenos Aires, Argentina.
23152367	Phylogenetic analysis of bluetongue virus serotype 4 field isolates from Argentina.	Delaware	False	False	Instituto de Virología, CICVyA, INTA-Castelar, Buenos Aires, Argentina.
23152367	Phylogenetic analysis of bluetongue virus serotype 4 field isolates from Argentina.	Delaware	False	False	Instituto de Virología, CICVyA, INTA-Castelar, Buenos Aires, Argentina.
23152368	Differentially regulated gene expression associated with hepatitis C virus clearance.	Texas	True	False	Division of Epidemiology, Human Genetics And Environmental Sciences, The University of Texas School of Public Health, University of Texas Health Science Center at Houston, Houston, TX 77030, USA.
23152368	Differentially regulated gene expression associated with hepatitis C virus clearance.	Texas	True	False	Division of Epidemiology, Human Genetics And Environmental Sciences, The University of Texas School of Public Health, University of Texas Health Science Center at Houston, Houston, TX 77030, USA.
23152368	Differentially regulated gene expression associated with hepatitis C virus clearance.	Texas	True	False	Division of Biostatistics, The University of Texas School of Public Health, University of Texas Health Science Center at Houston, Houston, TX 77030, USA.
23152368	Differentially regulated gene expression associated with hepatitis C virus clearance.	Texas	True	False	Division of Epidemiology, Human Genetics And Environmental Sciences, The University of Texas School of Public Health, University of Texas Health Science Center at Houston, Houston, TX 77030, USA.
23152368	Differentially regulated gene expression associated with hepatitis C virus clearance.	Texas	True	False	Division of Epidemiology, Human Genetics And Environmental Sciences, The University of Texas School of Public Health, University of Texas Health Science Center at Houston, Houston, TX 77030, USA.
23152368	Differentially regulated gene expression associated with hepatitis C virus clearance.	Texas	True	False	Division of Epidemiology, Human Genetics And Environmental Sciences, The University of Texas School of Public Health, University of Texas Health Science Center at Houston, Houston, TX 77030, USA.
23152369	Human T-cells directed to seasonal influenza A virus cross-react with 2009 pandemic influenza A (H1N...	California	False	False	Department of Viroscience, Erasmus Medical Center, 3000 CA Rotterdam, The Netherlands.
23152369	Human T-cells directed to seasonal influenza A virus cross-react with 2009 pandemic influenza A (H1N...	California	False	False	Department of Viroscience, Erasmus Medical Center, 3000 CA Rotterdam, The Netherlands.
23152369	Human T-cells directed to seasonal influenza A virus cross-react with 2009 pandemic influenza A (H1N...	California	False	False	Department of Viroscience, Erasmus Medical Center, 3000 CA Rotterdam, The Netherlands.
23152369	Human T-cells directed to seasonal influenza A virus cross-react with 2009 pandemic influenza A (H1N...	California	False	False	Department of Viroscience, Erasmus Medical Center, 3000 CA Rotterdam, The Netherlands.
23152369	Human T-cells directed to seasonal influenza A virus cross-react with 2009 pandemic influenza A (H1N...	California	False	False	Department of Viroscience, Erasmus Medical Center, 3000 CA Rotterdam, The Netherlands.
23152369	Human T-cells directed to seasonal influenza A virus cross-react with 2009 pandemic influenza A (H1N...	California	False	False	Department of Viroscience, Erasmus Medical Center, 3000 CA Rotterdam, The Netherlands.
23152369	Human T-cells directed to seasonal influenza A virus cross-react with 2009 pandemic influenza A (H1N...	California	False	False	Department of Viroscience, Erasmus Medical Center, 3000 CA Rotterdam, The Netherlands.
23152370	Full-length genome sequences of five hepatitis C virus isolates representing subtypes 3g, 3h, 3i and...	Kansas	True	False	Cancer Research Center, University of Kansas Medical Center, Kansas City, KS 66160, USA.
23152370	Full-length genome sequences of five hepatitis C virus isolates representing subtypes 3g, 3h, 3i and...	Kansas	True	False	The Viral Oncology Center, Department of Pathology & Laboratory Medicine, University of Kansas Medical Center, 3901 Rainbow Boulevard, Kansas City, KS 66160, USA.
23152370	Full-length genome sequences of five hepatitis C virus isolates representing subtypes 3g, 3h, 3i and...	Kansas	True	False	Cancer Research Center, University of Kansas Medical Center, Kansas City, KS 66160, USA.
23152370	Full-length genome sequences of five hepatitis C virus isolates representing subtypes 3g, 3h, 3i and...	Kansas	True	False	The Viral Oncology Center, Department of Pathology & Laboratory Medicine, University of Kansas Medical Center, 3901 Rainbow Boulevard, Kansas City, KS 66160, USA.
23152370	Full-length genome sequences of five hepatitis C virus isolates representing subtypes 3g, 3h, 3i and...	California	True	True	University of Southern California, Los Angeles, CA 90089, USA.
23152370	Full-length genome sequences of five hepatitis C virus isolates representing subtypes 3g, 3h, 3i and...	Delaware	False	False	Institut national de santé publique du Québec, Laboratoire de santé publique du Québec, Sainte-Anne-de-Bellevue, QC, Canada.
23152373	Colesevelam improved lipoprotein particle subclasses in patients with prediabetes and primary hyperl...	Florida	True	True	Division of Endocrinology, Diabetes and Metabolism, University of Miami Miller School of Medicine, Miami, FL 33136, USA. rgoldber@med.miami.edu
23152402	In silico pharmacology for a multidisciplinary drug discovery process.	Delaware	False	False	Departamento de Química Farmacéutica y Orgánica, Facultad de Farmacia, Universidad de Granada, Granada, España.
23152407	Interactions between BdkrB2 and p53 genes in the developing kidney.	Louisiana	True	False	Tulane University School of Medicine, Department of Pediatrics, Section of Pediatric Nephrology, New Orleans, LA 70112, USA. seldahr@tulane.edu
23152406	Melanoma resistance to photodynamic therapy: new insights.	Massachusetts	True	True	Wellman Center for Photomedicine, Massachusetts General Hospital, Boston, MA 02114, USA.
23152411	Bioanalytical methods for quantitation of levamisole, a widespread cocaine adulterant.	California	False	False	Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON, Canada. j.shea@utoronto.ca
23152415	High biological variation of serum hyaluronic acid and Hepascore, a biochemical marker model for the...	Washington	False	False	Biochemistry, PathWest, QE II Medical Centre, Nedlands, Western Australia, Australia. ric.rossi@health.wa.gov.au
23152416	Trends in clinical laboratory homocysteine testing from 1997 to 2010: the impact of evidence on clin...	Iowa	True	False	Department of Internal Medicine, The University of Iowa Carver College of Medicine, Iowa City, IA 52242, USA.
23152419	Contributions of CCLM to advances in quality control.	Oregon	True	False	Department of Pathology, Oregon Health and Science University, Portland, OR 97239, USA. kazmierc@ohsu.edu
23152422	Aqueous humor glycation marker and plasma homocysteine in macular degeneration.	Delaware	False	False	Department of Clinical Chemistry and Laboratory Medicine, University Hospital of Saarland, 66421 Homburg/Saar, Germany. rima.obeid@uniklinikum-saarland.de
23152423	Metrological traceability - a concept for standardization in laboratory medicine.	Delaware	False	False	Institute for Clinical Chemistry and Clinical Pharmacology, Sigmund Freud Strasse 25, 53127 Bonn, Germany. Lothar.Siekmann@ukb.uni-bonn.de
23152427	Toward the development of a nursing practice for older persons with acute confusional state (ACS).	California	False	False	Université du Québec en Outaouais, Gatineau. louise.belanger@uqo.ca
23152428	Effect of Smilax zeylanica roots and rhizomes in paracetamol induced hepatotoxicity.	Mississippi	False	False	MS Ramaiah College of Pharmacy.
23152431	A comparative study of parametric and nonparametric estimates of the attributable fraction for a sem...	Pennsylvania	True	True	Center for Outcomes Research, Children's Hospital of Philadelphia, PA, USA.
23152434	Targeted maximum likelihood estimation for prediction calibration.	California	True	False	University of California - Berkeley, CA, USA.
23152441	Coronary microvascular function, myocardial metabolism, and energetics in hypertrophic cardiomyopath...	Delaware	False	False	Department of Cardiology, VU University Medical Center, De Boelelaan 1117, Amsterdam 1081 HV, The Netherlands. s.timmer@vumc.nl
23152442	IGF1 dependence of dietary energy balance effects on murine Met1 mammary tumor progression, epitheli...	Texas	True	False	Department of Nutritional Sciences, Dell Pediatric Research Institute, University of Texas, Austin, 78722, USA.
23152445	Retroaortic abscess: an unusual complication of a retained epicardial pacing wire.	New York	True	False	Department of Cardiothoracic Surgery,  New York University School of Medicine, New York, NY,  USA.
23152446	Whole-genome microRNA screening identifies let-7 and mir-18 as regulators of germ layer formation du...	California	True	False	Sanford Burnham Medical Research Institute, La Jolla, CA 92037, USA.
23152447	The role of PR-Set7 in replication licensing depends on Suv4-20h.	New York	True	False	Howard Hughes Medical Institute, Department of Biochemistry, New York University School of Medicine, New York, NY 10016, USA.
23152448	Pediatric glioma-associated KIAA1549:BRAF expression regulates neuroglial cell growth in a cell type...	Missouri	True	False	Department of Neurology, Washington University School of Medicine, St. Louis, MO 63108, USA.
23152450	Obligate ligation-gated recombination (ObLiGaRe): custom-designed nuclease-mediated targeted integra...	Massachusetts	True	False	Developmental & Molecular Pathways, Novartis Institutes for BioMedical Research, Cambridge, MA 02139, USA.
23152449	Correlated alterations in genome organization, histone methylation, and DNA-lamin A/C interactions i...	Indiana	True	False	Program in Systems Biology, Department of Biochemistry and Pharmacology, University of Massachusetts Medical School, Worcester, Massachusetts 01605, USA
23152452	Reduction of shoulder dislocation: are communication and adequate relaxation more important than tec...	California	False	False	Hôpital Cité de la Santé, Centre de santé et de services sociaux de Laval, Laval. paul.andre.lachance@umontreal.ca
23152453	Testing 1, 2, 3: is overtesting undermining patient and system health?	California	False	False	Department of Family Practice, Centre for Clinical Epidemiology and Evaluation, Vancouver, BC V5Z 1L8. mrgret@mail.ubc.ca
23152454	From paternalism to benevolent coaching: new model of care.	California	False	False	Centre de recherche Hôpital Charles-LeMoyne, Unité de médecine de famille HCLM, 150 Place Charles-LeMoyne, Bureau 200, Longueuil, QC J4K 0A8. christine.loignon@USherbrooke.ca
23152456	Primary care of people with spinal cord injury: scoping review.	California	False	False	Queen's University, Centre for Health Services and Policy Research, Abramsky Hall, Kingston, ON K7L 3N6. mccollm@queensu.ca
23152460	Nutrient effects on stress reaction to bone.	California	False	False	Glen Sather Sport Medicine Clinic, Edmonton Clinic, Level 2, 11400 University Ave, Edmonton, AB T6G 1Z1, telephone 780 407-5160. mwesner@ualberta.ca
23152463	Physical activity after stroke and spinal cord injury: evidence-based recommendations on clearance f...	California	False	False	Human Performance Laboratory, University of Prince Edward Island, Charlottetown. jburr@upei.ca
23152470	Trauma and psoriatic arthritis: is there a relationship?	California	False	False	University of Saskatchewan, 103 Hospital Dr, Saskatoon, SK S7N 0W8. r.gjevre@usask.ca
23152473	Does better access to FPs decrease the likelihood of emergency department use? Results from the Prim...	California	False	False	Centre for Rural and Northern Health Research, Laurentian University, Ramsey Lake Rd, Sudbury, ON P3E 2C6. ox_mian@laurentian.ca
23152474	Determinants of first practice location: among Manitoba medical graduates.	California	False	False	Undergraduate Medical Education, Faculty of Medicine, University of Manitoba, 260 Brodie Centre, 727 McDermot Ave, Winnipeg, MB R3E 3P5. raghavan@cc.umanitoba.ca
23152482	Evaluation of the combination of daptomycin and nafcillin against vancomycin-intermediate Staphyloco...	Massachusetts	True	True	Northeastern University, Bouvé College of Health Sciences, School of Pharmacy, 360 Huntington Ave, R218 TF, Boston, MA 02115, USA. s.leonard@neu.edu
23152480	Role and evolution of viral tropism in patients with advanced HIV disease receiving intensified init...	Delaware	False	False	Laboratoire de Virologie, Assistance Publique-Hôpitaux de Paris (AP-HP), Groupe Hospitalier Bichat-Claude Bernard,  HUPNVS, Université Paris Diderot, Paris 7, PRES Sorbonne Paris Cité, EA4409, 75018, ...
23152484	Detection of the carbapenemase GIM-1 in Enterobacter cloacae in Germany.	Delaware	False	False	Service de Bactériologie-Virologie, INSERM U914 "Emerging Resistance to Antibiotics", Hôpital de Bicêtre, Assistance Publique/Hôpitaux de Paris,  Faculté de Médecine et Université Paris-Sud, Kremlin-B...
23152488	Metabolic gene remodeling and mitochondrial dysfunction in failing right ventricular hypertrophy sec...	Virginia	True	False	Victoria Johnson Center for Lung Obstructive Disease Research, Virginia Commonwealth University, Richmond, VA 23298, USA.
23152492	FoxO1 and FoxM1 transcription factors have antagonistic functions in neonatal cardiomyocyte cell-cyc...	Ohio	True	False	The Heart Institute, Division of Molecular Cardiovascular Biology, Cincinnati Children's Medical Center, Cincinnati, OH 45229, USA.
23152493	Heterogeneity of ryanodine receptor dysfunction in a mouse model of catecholaminergic polymorphic ve...	Michigan	True	False	Center for Arrhythmia Research, Cardiovascular Division, Department of Internal Medicine, University of Michigan, Ann Arbor, MI 48109, USA.
23152494	High-density lipoprotein function, dysfunction, and reverse cholesterol transport.	New York	True	False	Department of Cardiovascular Medicine, New York University School of Medicine, New York, NY 444195, USA.
23152495	Matrix rigidity activates Wnt signaling through down-regulation of Dickkopf-1 protein.	Illinois	True	True	Department of Biopharmaceutical Sciences, University of Illinois, Chicago, Illinois 60622, USA.
23152497	Histone demethylase KDM6B promotes epithelial-mesenchymal transition.	California	True	True	Laboratory of Molecular Signaling, Division of Oral Biology and Medicine, School of Dentistry, UCLA, Los Angeles, California 90095, USA.
23152496	Parkin protein deficiency exacerbates cardiac injury and reduces survival following myocardial infar...	California	True	False	Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego, La Jolla, California 92093-0758, USA.
23152499	Hepatitis C virus NS5B and host cyclophilin A share a common binding site on NS5A.	Delaware	False	False	Université Lille Nord de France, F-59000 Lille, France.
23152498	Sorting nexin 1 loss results in D5 dopamine receptor dysfunction in human renal proximal tubule cell...	Washington	True	False	Center for Molecular Physiology Research, Children's Research Institute, Children's National Medical Center, Washington DC 20010, USA. vvillar@medicine.umaryland.edu
23152502	The size and conservation of a coiled-coil structure in the ectodomain of human BST-2/tetherin is di...	Maryland	True	False	Laboratory of Molecular Microbiology, Viral Biochemistry Section, NIAID, National Institutes of Health, Bethesda, Maryland 20892-0460, USA.
23152504	Bim, a proapoptotic protein, up-regulated via transcription factor E2F1-dependent mechanism, functio...	New York	True	False	Department of Pharmacology and Therapeutics, Roswell Park Cancer Institute, Buffalo, New York 14263, USA.
23152506	A bovine herpesvirus 1 protein expressed in latently infected neurons (ORF2) promotes neurite sprout...	Nebraska	True	False	School of Veterinary Medicine and Biomedical Sciences, Nebraska Center for Virology, University of Nebraska-Lincoln, Lincoln, NE, USA.
23152507	Myxovirus resistance gene A (MxA) expression suppresses influenza A virus replication in alpha inter...	California	True	False	Center for Comparative Medicine, University of California, Davis, Davis, CA, USA.
23152509	Novel mutations in gB and gH circumvent the requirement for known gD Receptors in herpes simplex vir...	Pennsylvania	True	False	Departments of Microbiology and Molecular Genetics, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, USA.
23152511	p38 and OGT sequestration into viral inclusion bodies in cells infected with human respiratory syncy...	Maryland	True	True	Laboratory of Infectious Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland, USA. frickej@niaid.nih.gov
23152513	Whole-genome sequencing of the Akata and Mutu Epstein-Barr virus strains.	Louisiana	True	False	Tulane University Health Sciences Center and Tulane Cancer Center, New Orleans, LA, USA.
23152514	Human papillomavirus E7 induces rereplication in response to DNA damage.	Massachusetts	True	False	Department of Medicine, University of Massachusetts Medical School, Worcester, MA, USA.
23152516	Acetylation of conserved lysines in bovine papillomavirus E2 by p300.	Massachusetts	True	False	Department of Medicine, University of Massachusetts Medical School, Worcester, Massachusetts, USA.
23152519	The hemagglutinin protein of highly pathogenic H5N1 influenza viruses overcomes an early block in th...	Tennessee	True	False	Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, Tennessee, USA.
23152520	Critical role of MDA5 in the interferon response induced by human metapneumovirus infection in dendr...	Louisiana	True	False	Department of Pathobiological Sciences, Louisiana State University, Baton Rouge, LA, USA.
23152521	Systematic identification of H274Y compensatory mutations in influenza A virus neuraminidase by high...	California	True	True	Department of Molecular and Medical Pharmacology, University of California, Los Angeles David Geffen School of Medicine, Los Angeles, CA, USA.
23152522	Epstein-Barr virus LMP1 modulates lipid raft microdomains and the vimentin cytoskeleton for signal t...	North Carolina	True	False	Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA.
23152518	Loss of a tyrosine-dependent trafficking motif in the simian immunodeficiency virus envelope cytopla...	Louisiana	True	False	Tulane National Primate Research Center, Covington, Louisiana, USA.
23152525	A vaccine based on the rhesus cytomegalovirus UL128 complex induces broadly neutralizing antibodies ...	California	True	False	Division of Translational Vaccine Research, Beckman Research Institute of the City of Hope, Duarte, California, USA.
23152527	Cyclin T1 and CDK9 T-loop phosphorylation are downregulated during establishment of HIV-1 latency in...	Texas	True	False	Department of Molecular Microbiology and Virology, Baylor College of Medicine, Houston, TX, USA.
23152524	Hepatitis C virus variants with decreased sensitivity to direct-acting antivirals (DAAs) were rarely...	Massachusetts	True	False	Vertex Pharmaceuticals, Inc., Department of Infectious Diseases, Cambridge, Massachusetts, USA.
23152528	Oligomeric properties of adeno-associated virus Rep68 reflect its multifunctionality.	Virginia	True	False	Department of Physiology and Biophysics, Virginia Commonwealth University School of Medicine, Richmond, VA, USA.
23152529	Herpes simplex virus 2 (HSV-2) prevents dendritic cell maturation, induces apoptosis, and triggers r...	New York	True	False	Departments of Pediatrics and Microbiology and Immunology, Albert Einstein College of Medicine, Bronx, New York, USA. martha.stefanidou@einstein.yu.edu
23152530	Unusual features of vaccinia virus extracellular virion form neutralization resistance revealed in h...	California	True	False	Division of Vaccine Discovery, La Jolla Institute for Allergy and Immunology, La Jolla, California, USA.
23152533	Multiple Gag domains contribute to selective recruitment of murine leukemia virus (MLV) Env to MLV v...	Missouri	True	False	Department of Molecular Microbiology and Immunology, University of Missouri, Columbia, Missouri, USA.
23152535	Alternative serotype adenovirus vaccine vectors elicit memory T cells with enhanced anamnestic capac...	Massachusetts	True	True	Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center, Boston, Massachusetts, USA.
23152538	Proteomic analysis reveals diverse classes of arginine methylproteins in mitochondria of trypanosome...	New York	True	False	Department of Microbiology and Immunology, School of Medicine and Biomedical Sciences, University at Buffalo, Buffalo, New York 14124, USA.
23152540	SOX4 enables oncogenic survival signals in acute lymphoblastic leukemia.	California	True	True	Department of Laboratory Medicine, University of California, San Francisco, San Francisco, CA 94143, USA.
23152542	The C-terminus of CBFβ-SMMHC is required to induce embryonic hematopoietic defects and leukemogenesi...	Maryland	True	True	Oncogenesis and Development Section, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD 20892, USA. pliu@mail.nih.gov
23152541	Early T-cell progenitors are the major granulocyte precursors in the adult mouse thymus.	Pennsylvania	True	True	Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA 19104, USA.
23152545	Immunotherapeutic strategies to prevent and treat human herpesvirus 6 reactivation after allogeneic ...	Texas	True	False	Center for Cell and Gene Therapy, Baylor College of Medicine, Methodist Hospital, Texas Children's Hospital, Houston, TX 77030, USA.
23152547	Comparative evaluation of the Nanosphere Verigene RV+ assay and the Simplexa Flu A/B & RSV kit for d...	North Carolina	True	False	Clinical Microbiology/Immunology Laboratories, UNC Health Care, Chapel Hill, North Carolina, USA.
23152548	Diagnostic accuracy and reproducibility of WHO-endorsed phenotypic drug susceptibility testing metho...	Washington	True	True	Division of Pulmonary and Critical Care Medicine, University of Washington, Seattle, Washington, USA. dhorne@u.washington.edu
23152549	Emergence of OXA-48 and OXA-181 carbapenemases among Enterobacteriaceae in South Africa and evidence...	Colorado	False	False	Department of Clinical Microbiology, Ampath National Laboratory Services, Milpark Hospital, Johannesburg, South Africa. brinka@ampath.co.za
23152550	Comparison of broth enhancement to direct plating for screening of rectal cultures for ciprofloxacin...	California	True	False	Department of Urology, University of California, Irvine, Irvine, California, USA. mliss@ucsd.edu
23152553	Detection of Campylobacter species and Arcobacter butzleri in stool samples by use of real-time mult...	Delaware	False	False	Department of Research & Development, Laboratory for Infectious Diseases, Groningen, The Netherlands. r.de.boer@infectielab.nl
23152558	Dynorphin--still an extraordinarily potent opioid peptide.	Washington	True	True	Department of Pharmacology, Box 357280, University of Washington, Seattle, WA 98195, USA. cchavkin@u.washington.edu
23152566	Human prostate tumor antigen-specific CD8+ regulatory T cells are inhibited by CTLA-4 or IL-35 block...	Wisconsin	True	False	University of Wisconsin Carbone Cancer Center, Madison, WI 53705, USA.
23152569	Uncertainties in baseline risk estimates and confidence in treatment effects.	California	False	False	Department of Medicine, McMaster University, Hamilton ON L8N 4A6, Canada. fspence@mcmaster.ca
23152581	Vestigial-like 3 is an inhibitor of adipocyte differentiation.	California	True	True	Molecular Biology Institute, University of California, Los Angeles, CA 90095, USA.
23152582	Sphingolipids: regulators of crosstalk between apoptosis and autophagy.	Pennsylvania	True	False	Department of Pharmacology and Penn State Hershey Cancer Institute, Pennsylvania State University College of Medicine, Hershey, PA, USA.
23152583	Posttranslational regulation of thioredoxin-interacting protein.	South Carolina	True	False	Division of Endocrinology, Department of Medicine, Medical University of South Carolina, Charleston, South Carolina, USA.
23152585	Surfers' myelopathy: a case series of 19 novice surfers with nontraumatic myelopathy.	Hawaii	True	False	The Queen's Medical Center, Honolulu, Hawaii, USA. cchang@queens.org
23152587	Novel mutation in VCP gene causes atypical amyotrophic lateral sclerosis.	Massachusetts	True	False	Department of Neurology, University of Massachusetts Medical School, Worcester, MA, USA.
23152597	Targeting astrocytes ameliorates neurologic changes in a mouse model of Alzheimer's disease.	Kentucky	True	False	Department of Molecular and Biomedical Pharmacology, University of Kentucky College of Medicine, Lexington, Kentucky 40536, USA.
23152598	Diminished cortical inhibition in an aging mouse model of chronic tinnitus.	Illinois	True	False	Department of Molecular and Integrative Physiology, University of Illinois at Urbana-Champaign, Champaign, Illinois 61820, USA. d-llano@illinois.edu
23152599	Dual-pitch processing mechanisms in primate auditory cortex.	Maryland	True	True	Laboratory of Auditory Neurophysiology, Department of Biomedical Engineering, Johns Hopkins University School of Medicine, Baltimore, Maryland 21025, USA.
23152603	Aging differentially affects the re-entrainment response of central and peripheral circadian oscilla...	New York	True	False	Department of Medicine, Division of Endocrinology and Metabolism, University of Rochester School of Medicine and Dentistry, Rochester, New York 14642, USA.
23152602	β-secretase cleavage of the fly amyloid precursor protein is required for glial survival.	Oregon	True	False	Center for Research on Occupational and Environmental Toxicology, Oregon Health and Science University, Portland, Oregon 97239, USA.
23152605	Aneuploid cells are differentially susceptible to caspase-mediated death during embryonic cerebral c...	California	True	False	Department of Molecular Biology, Dorris Neuroscience Center, The Scripps Research Institute, La Jolla, California 92037, USA.
23152607	Cognitive profile of amyloid burden and white matter hyperintensities in cognitively normal older ad...	Massachusetts	True	True	Athinoula A. Martinos Center for Biomedical Imaging, Department of Radiology, Massachusetts General Hospital, Charlestown, Massachusetts 02129, USA. hedden@nmr.mgh.harvard.edu
23152606	Parallel maturation of goal-directed behavior and dopaminergic systems during adolescence.	Delaware	False	False	Centre National de la Recherche Scientifique, Institut de Neurosciences Cognitives et Intégratives d'Aquitaine, UMR 5287, F-33400 Talence, France.
23152608	The β-secretase-derived C-terminal fragment of βAPP, C99, but not Aβ, is a key contributor to early ...	Delaware	False	False	Université de Nice-Sophia-Antipolis, Institut de Pharmacologie Moléculaire et Cellulaire, CNRS-UMR7275, team labelised «Fondation pour la Recherche Médicale» et "Laboratoire d'excellence Distalz", Sop...
23152608	The β-secretase-derived C-terminal fragment of βAPP, C99, but not Aβ, is a key contributor to early ...	Delaware	False	False	Université de Nice-Sophia-Antipolis, Institut de Pharmacologie Moléculaire et Cellulaire, CNRS-UMR7275, team labelised «Fondation pour la Recherche Médicale» et "Laboratoire d'excellence Distalz", Sop...
23152608	The β-secretase-derived C-terminal fragment of βAPP, C99, but not Aβ, is a key contributor to early ...	Delaware	False	False	Université de Nice-Sophia-Antipolis, Institut de Pharmacologie Moléculaire et Cellulaire, CNRS-UMR7275, team labelised «Fondation pour la Recherche Médicale» et "Laboratoire d'excellence Distalz", Sop...
23152608	The β-secretase-derived C-terminal fragment of βAPP, C99, but not Aβ, is a key contributor to early ...	California	True	True	Elan Pharmaceuticals, South San Francisco, CA, USA.
23152608	The β-secretase-derived C-terminal fragment of βAPP, C99, but not Aβ, is a key contributor to early ...	Indiana	False	False	Center for Research in Neurodegenerative Diseases, University of Toronto, Ontario M5S3H2, Canada.
23152608	The β-secretase-derived C-terminal fragment of βAPP, C99, but not Aβ, is a key contributor to early ...	Indiana	False	False	Center for Research in Neurodegenerative Diseases, University of Toronto, Ontario M5S3H2, Canada.
